nct_id,phase,therapeutic_area,enrollment,duration_months,sponsor_type,start_year,success,status
NCT26689088,Phase III,Neurology,14,82,NIH,2009,1,Completed-Success
NCT98720437,Phase III,Oncology,310,89,Industry,2010,0,Completed-Failed
NCT17102173,Phase III,Infectious Disease,518,56,Academic,2014,0,Terminated
NCT55388538,Phase III,Neurology,60,10,Academic,2018,0,Completed-Failed
NCT48720111,Phase III,Infectious Disease,853,60,Industry,2021,0,Completed-Failed
NCT58515838,Phase I,Neurology,12,106,Industry,2007,0,Completed-Failed
NCT71356950,Phase II,Other,15,25,Academic,2005,1,Completed-Success
NCT32064334,Phase I,Cardiology,182,29,Industry,2014,0,Completed-Failed
NCT24681316,Phase II,Neurology,154,41,Industry,2007,0,Terminated
NCT71681549,Phase II,Neurology,50,39,Academic,2009,1,Completed-Success
NCT81209537,Phase I,Neurology,499,114,Industry,2014,0,Completed-Failed
NCT58840101,Phase II,Infectious Disease,329,117,Industry,2020,0,Terminated
NCT72468859,Phase I,Oncology,537,59,Industry,2005,0,Completed-Failed
NCT60305761,Phase III,Infectious Disease,123,39,Industry,2010,0,Completed-Failed
NCT39367077,Phase IV,Cardiology,366,88,Academic,2013,1,Completed-Success
NCT71580593,Phase I,Infectious Disease,76,22,Academic,2009,1,Completed-Success
NCT60011985,Phase IV,Neurology,3231,10,Academic,2018,0,Completed-Failed
NCT84062621,Phase II,Infectious Disease,43,94,Academic,2014,0,Completed-Failed
NCT42843745,Phase II,Cardiology,3491,23,Industry,2006,0,Terminated
NCT29350835,Phase I,Oncology,156,60,Industry,2009,1,Completed-Success
NCT79562616,Phase II,Neurology,18,58,Industry,2005,0,Completed-Failed
NCT70084389,Phase III,Infectious Disease,1155,55,Industry,2014,0,Terminated
NCT67597408,Phase III,Oncology,179,77,NIH,2013,0,Completed-Failed
NCT20320855,Phase I,Oncology,532,96,Academic,2007,0,Completed-Failed
NCT28130254,Phase I,Neurology,930,84,Industry,2019,0,Completed-Failed
NCT81766557,Phase II,Infectious Disease,246,50,Industry,2008,1,Completed-Success
NCT89945266,Phase II,Oncology,61,18,Industry,2017,1,Completed-Success
NCT53558992,Phase I,Other,641,21,Industry,2010,1,Completed-Success
NCT61628164,Phase II,Cardiology,148,91,Industry,2021,0,Terminated
NCT75377052,Phase III,Other,415,89,Industry,2009,0,Completed-Failed
NCT97349431,Phase IV,Infectious Disease,5,18,NIH,2019,1,Completed-Success
NCT91251088,Phase II,Infectious Disease,290,25,Academic,2012,1,Completed-Success
NCT45409403,Phase IV,Other,56,71,Industry,2009,1,Completed-Success
NCT26045907,Phase II,Infectious Disease,1772,104,Industry,2017,1,Completed-Success
NCT72754884,Phase II,Cardiology,377,52,Industry,2005,0,Completed-Failed
NCT58458273,Phase I,Oncology,212,24,Academic,2005,0,Completed-Failed
NCT25734209,Phase III,Infectious Disease,307,50,Academic,2011,0,Completed-Failed
NCT79800140,Phase IV,Oncology,33,42,NIH,2009,1,Completed-Success
NCT46081386,Phase III,Oncology,1694,59,Industry,2018,0,Withdrawn
NCT83658410,Phase II,Oncology,2942,11,Academic,2019,0,Completed-Failed
NCT67395058,Phase III,Oncology,267,19,Industry,2021,0,Terminated
NCT35827438,Phase I,Other,1612,9,Academic,2022,1,Completed-Success
NCT26663288,Phase IV,Oncology,63,91,Industry,2011,1,Completed-Success
NCT23081782,Phase II,Cardiology,44,60,Industry,2022,1,Completed-Success
NCT69387253,Phase II,Neurology,157,108,Academic,2011,0,Terminated
NCT53669391,Phase III,Cardiology,284,105,Industry,2012,1,Completed-Success
NCT78181511,Phase III,Oncology,82,39,Industry,2017,0,Completed-Failed
NCT48660995,Phase I,Cardiology,332,32,Industry,2022,1,Completed-Success
NCT18234679,Phase III,Cardiology,234,12,Industry,2015,0,Completed-Failed
NCT33240984,Phase I,Neurology,33,8,Industry,2013,1,Completed-Success
NCT32383810,Phase III,Neurology,323,52,Industry,2005,0,Terminated
NCT75438362,Phase III,Other,542,102,Industry,2012,0,Completed-Failed
NCT58566364,Phase III,Cardiology,191,7,Industry,2016,0,Completed-Failed
NCT28727583,Phase III,Oncology,836,111,NIH,2006,0,Terminated
NCT79019569,Phase II,Cardiology,23,85,Industry,2019,1,Completed-Success
NCT45156028,Phase I,Oncology,299,30,Industry,2022,1,Completed-Success
NCT30568697,Phase III,Other,25,65,Industry,2021,0,Terminated
NCT31900338,Phase II,Oncology,27,84,NIH,2019,0,Terminated
NCT51311634,Phase II,Oncology,57,29,Academic,2013,0,Terminated
NCT49902996,Phase II,Neurology,36,20,Industry,2007,0,Completed-Failed
NCT64481924,Phase I,Cardiology,65,100,Academic,2022,1,Completed-Success
NCT15723601,Phase III,Infectious Disease,107,19,Academic,2012,1,Completed-Success
NCT26618153,Phase I,Infectious Disease,520,59,Academic,2005,0,Completed-Failed
NCT99165628,Phase III,Neurology,91,83,Academic,2019,0,Completed-Failed
NCT12382357,Phase II,Oncology,13,11,NIH,2014,0,Terminated
NCT85012933,Phase I,Neurology,820,83,NIH,2016,0,Withdrawn
NCT23630084,Phase II,Oncology,42,86,Academic,2010,0,Completed-Failed
NCT62576779,Phase I,Neurology,135,23,Industry,2017,0,Completed-Failed
NCT90890201,Phase II,Neurology,289,25,Academic,2008,1,Completed-Success
NCT92537517,Phase III,Oncology,200,67,Academic,2017,0,Completed-Failed
NCT98132129,Phase I,Infectious Disease,766,86,Industry,2021,1,Completed-Success
NCT26099248,Phase III,Oncology,304,85,NIH,2005,1,Completed-Success
NCT24677069,Phase I,Cardiology,40,45,Industry,2009,0,Withdrawn
NCT85589337,Phase I,Infectious Disease,3896,44,Industry,2021,1,Completed-Success
NCT22433196,Phase III,Cardiology,198,57,NIH,2022,0,Terminated
NCT49010202,Phase II,Oncology,118,37,Industry,2011,0,Completed-Failed
NCT44626632,Phase I,Oncology,630,113,Industry,2020,1,Completed-Success
NCT87998328,Phase II,Oncology,215,78,Industry,2012,1,Completed-Success
NCT63237806,Phase II,Oncology,270,32,Industry,2016,1,Completed-Success
NCT22457080,Phase III,Cardiology,6237,115,Industry,2018,0,Withdrawn
NCT11222869,Phase II,Neurology,98,57,Industry,2015,1,Completed-Success
NCT92716910,Phase III,Cardiology,92,102,Industry,2016,0,Terminated
NCT60066487,Phase IV,Infectious Disease,176,68,NIH,2017,1,Completed-Success
NCT13125354,Phase II,Other,740,79,NIH,2012,0,Completed-Failed
NCT72802750,Phase IV,Cardiology,15,68,Industry,2005,1,Completed-Success
NCT19818159,Phase II,Other,7,22,Academic,2013,1,Completed-Success
NCT21145552,Phase IV,Infectious Disease,61,118,Industry,2006,1,Completed-Success
NCT25152994,Phase I,Oncology,12,54,Industry,2018,0,Withdrawn
NCT85191987,Phase III,Oncology,78,105,Industry,2017,1,Completed-Success
NCT32937902,Phase II,Cardiology,315,86,NIH,2020,0,Completed-Failed
NCT86415031,Phase II,Oncology,39,87,NIH,2006,0,Completed-Failed
NCT77744469,Phase III,Oncology,17,28,Industry,2008,0,Completed-Failed
NCT84588685,Phase III,Infectious Disease,164,103,Industry,2016,1,Completed-Success
NCT52758171,Phase I,Cardiology,541,77,Industry,2020,1,Completed-Success
NCT10067661,Phase I,Cardiology,11,18,Industry,2014,1,Completed-Success
NCT17585153,Phase III,Oncology,507,28,Academic,2007,0,Terminated
NCT33335437,Phase III,Infectious Disease,505,62,Industry,2008,0,Terminated
NCT20466615,Phase IV,Cardiology,620,67,Academic,2010,1,Completed-Success
NCT44861938,Phase III,Other,923,59,Industry,2009,1,Completed-Success
NCT96787694,Phase IV,Cardiology,4036,25,NIH,2022,0,Completed-Failed
NCT12966422,Phase III,Other,86,91,Academic,2007,0,Withdrawn
NCT60154221,Phase II,Neurology,174,116,Industry,2014,0,Completed-Failed
NCT13708654,Phase I,Cardiology,79,57,Academic,2015,1,Completed-Success
NCT67647084,Phase III,Oncology,148,28,Academic,2018,1,Completed-Success
NCT52573305,Phase III,Cardiology,1479,110,Industry,2015,0,Terminated
NCT54653349,Phase I,Cardiology,19,40,Industry,2008,0,Terminated
NCT15872354,Phase II,Cardiology,40,72,NIH,2010,0,Completed-Failed
NCT57756479,Phase IV,Infectious Disease,1171,39,Industry,2021,1,Completed-Success
NCT92649048,Phase II,Infectious Disease,685,38,Industry,2017,0,Completed-Failed
NCT90123510,Phase II,Oncology,86,51,Industry,2014,0,Withdrawn
NCT19810404,Phase II,Infectious Disease,534,86,Academic,2015,1,Completed-Success
NCT96205129,Phase I,Oncology,247,50,Academic,2010,1,Completed-Success
NCT16292518,Phase II,Neurology,1408,24,NIH,2006,0,Completed-Failed
NCT51142200,Phase II,Oncology,165,99,Industry,2005,0,Terminated
NCT74413145,Phase I,Oncology,691,92,Industry,2015,1,Completed-Success
NCT27547389,Phase III,Infectious Disease,7808,20,Academic,2020,0,Completed-Failed
NCT72132760,Phase II,Cardiology,363,83,Academic,2007,1,Completed-Success
NCT76689168,Phase III,Infectious Disease,159,71,Industry,2009,1,Completed-Success
NCT32419480,Phase IV,Oncology,438,44,Industry,2019,1,Completed-Success
NCT58766345,Phase I,Cardiology,85,118,Industry,2019,1,Completed-Success
NCT44021442,Phase III,Oncology,5334,23,Academic,2008,0,Terminated
NCT56523537,Phase II,Other,194,75,NIH,2008,0,Completed-Failed
NCT35153646,Phase IV,Other,98,64,Academic,2012,1,Completed-Success
NCT87620693,Phase I,Infectious Disease,42,37,NIH,2011,0,Completed-Failed
NCT18411883,Phase III,Oncology,769,26,Industry,2021,0,Completed-Failed
NCT21082322,Phase III,Neurology,544,45,NIH,2019,0,Withdrawn
NCT26203305,Phase II,Oncology,70,97,Academic,2009,1,Completed-Success
NCT20848680,Phase I,Infectious Disease,352,32,Industry,2017,0,Completed-Failed
NCT93031557,Phase III,Oncology,15,7,NIH,2008,1,Completed-Success
NCT99838873,Phase III,Other,195,102,Industry,2021,1,Completed-Success
NCT69292991,Phase II,Oncology,292,85,NIH,2021,1,Completed-Success
NCT45555041,Phase III,Cardiology,1921,44,NIH,2018,0,Completed-Failed
NCT63028791,Phase II,Neurology,46,91,Academic,2018,0,Withdrawn
NCT86301164,Phase III,Infectious Disease,21,61,Academic,2021,0,Terminated
NCT86658629,Phase I,Oncology,38,112,Industry,2012,0,Completed-Failed
NCT61646180,Phase IV,Other,19,116,Industry,2006,0,Withdrawn
NCT89357216,Phase II,Infectious Disease,1102,18,Industry,2017,0,Terminated
NCT42359860,Phase II,Cardiology,1514,61,Academic,2020,1,Completed-Success
NCT44499221,Phase I,Oncology,239,71,Academic,2020,0,Completed-Failed
NCT38272916,Phase I,Infectious Disease,926,83,NIH,2010,0,Completed-Failed
NCT91861231,Phase II,Infectious Disease,181,61,Industry,2008,1,Completed-Success
NCT29032579,Phase II,Oncology,128,107,Academic,2007,1,Completed-Success
NCT40354781,Phase III,Oncology,90,110,NIH,2010,0,Terminated
NCT26514877,Phase I,Neurology,93,33,Academic,2008,1,Completed-Success
NCT83545310,Phase II,Oncology,14,69,Industry,2022,0,Terminated
NCT86165878,Phase II,Oncology,220,76,Industry,2010,0,Completed-Failed
NCT97554946,Phase I,Infectious Disease,139,87,Industry,2009,1,Completed-Success
NCT88350878,Phase I,Neurology,453,69,Academic,2013,0,Completed-Failed
NCT27810471,Phase II,Oncology,170,61,Academic,2015,1,Completed-Success
NCT50636644,Phase II,Cardiology,116,46,NIH,2010,1,Completed-Success
NCT68534435,Phase II,Oncology,40,105,Industry,2020,0,Completed-Failed
NCT88550238,Phase II,Oncology,165,46,Industry,2015,0,Terminated
NCT67975251,Phase III,Oncology,449,105,Academic,2019,0,Completed-Failed
NCT13094235,Phase I,Neurology,26,113,Academic,2013,1,Completed-Success
NCT57870026,Phase II,Oncology,169,9,NIH,2013,0,Completed-Failed
NCT32763342,Phase IV,Oncology,210,62,Academic,2008,1,Completed-Success
NCT29636869,Phase II,Infectious Disease,50,35,Industry,2014,0,Terminated
NCT37132021,Phase III,Neurology,61,93,Academic,2013,1,Completed-Success
NCT43942384,Phase II,Oncology,209,89,NIH,2019,0,Terminated
NCT72867959,Phase III,Infectious Disease,27,51,Industry,2006,1,Completed-Success
NCT27807333,Phase III,Oncology,250,61,Industry,2014,0,Completed-Failed
NCT63228466,Phase II,Infectious Disease,38,36,Industry,2021,1,Completed-Success
NCT45912253,Phase IV,Cardiology,730,93,Industry,2006,1,Completed-Success
NCT26263882,Phase I,Cardiology,4948,12,Academic,2021,1,Completed-Success
NCT49138695,Phase I,Oncology,40,95,Industry,2022,1,Completed-Success
NCT43799193,Phase III,Oncology,330,82,Industry,2021,1,Completed-Success
NCT93721515,Phase III,Oncology,49,59,Industry,2006,0,Completed-Failed
NCT85495044,Phase I,Infectious Disease,707,13,Academic,2005,1,Completed-Success
NCT58014453,Phase II,Oncology,22,60,Industry,2015,1,Completed-Success
NCT92405138,Phase I,Neurology,305,74,Academic,2014,1,Completed-Success
NCT61569363,Phase II,Other,40,49,Industry,2009,0,Completed-Failed
NCT42686304,Phase III,Other,108,18,Industry,2020,0,Completed-Failed
NCT85149843,Phase II,Neurology,31,98,Industry,2009,1,Completed-Success
NCT94740096,Phase II,Cardiology,509,25,Industry,2016,0,Withdrawn
NCT82456281,Phase II,Cardiology,42,83,Industry,2008,0,Terminated
NCT86362381,Phase I,Oncology,339,37,Industry,2010,1,Completed-Success
NCT41699263,Phase II,Cardiology,88,65,NIH,2013,0,Completed-Failed
NCT90480036,Phase III,Infectious Disease,124,55,Academic,2016,1,Completed-Success
NCT36216317,Phase IV,Infectious Disease,185,32,Industry,2019,1,Completed-Success
NCT63215075,Phase III,Neurology,47,30,Industry,2020,0,Completed-Failed
NCT44970444,Phase I,Oncology,203,57,NIH,2017,1,Completed-Success
NCT15752810,Phase IV,Oncology,1473,73,Academic,2011,1,Completed-Success
NCT10571650,Phase III,Other,46,26,Industry,2008,0,Completed-Failed
NCT98362656,Phase III,Oncology,860,23,Academic,2015,0,Terminated
NCT82017911,Phase II,Infectious Disease,1404,44,Academic,2012,0,Completed-Failed
NCT50435721,Phase II,Other,43,20,Academic,2010,1,Completed-Success
NCT84531076,Phase II,Cardiology,16,58,Industry,2014,0,Terminated
NCT13757974,Phase I,Infectious Disease,233,43,Industry,2011,1,Completed-Success
NCT85900553,Phase I,Oncology,65,53,Industry,2011,1,Completed-Success
NCT71119361,Phase I,Oncology,2447,57,NIH,2008,1,Completed-Success
NCT52321932,Phase II,Neurology,156,93,Academic,2007,1,Completed-Success
NCT29931456,Phase III,Cardiology,44,77,Industry,2011,0,Terminated
NCT69376958,Phase II,Infectious Disease,26,33,NIH,2008,0,Completed-Failed
NCT21643208,Phase I,Oncology,761,90,NIH,2017,0,Withdrawn
NCT53928336,Phase IV,Oncology,63,21,NIH,2021,1,Completed-Success
NCT18112074,Phase IV,Other,158,21,NIH,2011,1,Completed-Success
NCT28967438,Phase III,Infectious Disease,622,40,NIH,2021,0,Terminated
NCT22138391,Phase IV,Cardiology,71,22,Industry,2008,1,Completed-Success
NCT63050917,Phase II,Oncology,138,78,Academic,2015,1,Completed-Success
NCT34012790,Phase IV,Cardiology,144,104,Academic,2007,1,Completed-Success
NCT66004002,Phase I,Other,413,57,Industry,2015,1,Completed-Success
NCT31982813,Phase II,Cardiology,360,98,Industry,2007,0,Terminated
NCT65616606,Phase I,Oncology,106,108,NIH,2016,1,Completed-Success
NCT39967940,Phase I,Cardiology,163,87,Industry,2005,0,Withdrawn
NCT87822269,Phase I,Neurology,84,17,NIH,2008,1,Completed-Success
NCT19742257,Phase III,Infectious Disease,16,88,Industry,2018,1,Completed-Success
NCT62044151,Phase III,Other,218,53,Industry,2005,0,Completed-Failed
NCT13609736,Phase III,Cardiology,2535,27,Industry,2018,1,Completed-Success
NCT85169697,Phase I,Other,39,54,Industry,2017,1,Completed-Success
NCT28161634,Phase III,Cardiology,46,57,Academic,2017,0,Completed-Failed
NCT27163810,Phase III,Oncology,40,84,Academic,2019,1,Completed-Success
NCT96755840,Phase II,Oncology,440,6,Industry,2021,1,Completed-Success
NCT22225855,Phase III,Oncology,290,71,Industry,2016,0,Withdrawn
NCT61424149,Phase II,Other,117,69,Industry,2018,0,Terminated
NCT82347195,Phase II,Neurology,37,13,Industry,2016,0,Withdrawn
NCT11135964,Phase IV,Cardiology,170,91,Academic,2022,0,Completed-Failed
NCT73446855,Phase II,Oncology,14,30,Industry,2008,0,Terminated
NCT76318090,Phase II,Oncology,184,71,Industry,2018,1,Completed-Success
NCT70203880,Phase IV,Neurology,548,78,Industry,2017,1,Completed-Success
NCT12155748,Phase III,Infectious Disease,22,78,Industry,2022,1,Completed-Success
NCT70676365,Phase I,Oncology,14,82,Industry,2015,1,Completed-Success
NCT88542651,Phase I,Cardiology,1586,75,Industry,2010,1,Completed-Success
NCT41808285,Phase I,Oncology,59,99,NIH,2013,0,Completed-Failed
NCT64256930,Phase III,Oncology,815,84,NIH,2016,0,Completed-Failed
NCT44427604,Phase II,Infectious Disease,117,56,Academic,2018,1,Completed-Success
NCT18910852,Phase I,Oncology,116,58,Industry,2019,1,Completed-Success
NCT82764242,Phase IV,Other,286,20,Industry,2015,1,Completed-Success
NCT48428026,Phase II,Oncology,39,55,Industry,2010,0,Completed-Failed
NCT47617741,Phase I,Oncology,181,76,Academic,2018,1,Completed-Success
NCT16941245,Phase II,Oncology,83,80,NIH,2007,1,Completed-Success
NCT74770179,Phase III,Neurology,20,109,Industry,2015,0,Completed-Failed
NCT25876696,Phase I,Infectious Disease,246,43,Industry,2021,0,Completed-Failed
NCT19451244,Phase II,Cardiology,99,45,Academic,2021,0,Terminated
NCT84926168,Phase III,Oncology,117,71,Academic,2007,0,Completed-Failed
NCT27606951,Phase II,Oncology,24,117,Academic,2018,0,Completed-Failed
NCT72056263,Phase II,Infectious Disease,1615,44,Academic,2011,0,Completed-Failed
NCT17021862,Phase II,Neurology,552,79,NIH,2007,0,Completed-Failed
NCT18351245,Phase I,Other,630,113,Industry,2006,0,Withdrawn
NCT96448549,Phase I,Oncology,93,22,NIH,2021,0,Completed-Failed
NCT46640608,Phase II,Infectious Disease,11,12,NIH,2013,0,Completed-Failed
NCT15345854,Phase I,Other,2777,109,Academic,2010,1,Completed-Success
NCT21683982,Phase I,Infectious Disease,135,44,Industry,2013,0,Terminated
NCT74365536,Phase III,Neurology,48,73,Industry,2009,0,Terminated
NCT67821848,Phase IV,Oncology,277,40,Industry,2006,1,Completed-Success
NCT59875088,Phase III,Other,854,56,Industry,2019,0,Terminated
NCT80790126,Phase IV,Neurology,143,52,NIH,2013,1,Completed-Success
NCT48187510,Phase I,Other,1010,41,Industry,2014,1,Completed-Success
NCT12609089,Phase IV,Cardiology,753,69,Industry,2008,1,Completed-Success
NCT62840397,Phase I,Infectious Disease,29,100,Academic,2014,1,Completed-Success
NCT27691444,Phase IV,Other,54,94,Industry,2012,1,Completed-Success
NCT10953959,Phase IV,Oncology,624,110,Industry,2017,1,Completed-Success
NCT54132455,Phase III,Oncology,5,18,Industry,2011,1,Completed-Success
NCT59818662,Phase IV,Cardiology,118,23,Academic,2011,0,Terminated
NCT20016389,Phase III,Neurology,17,26,Industry,2008,1,Completed-Success
NCT97255618,Phase II,Other,72,117,NIH,2019,1,Completed-Success
NCT21630982,Phase II,Oncology,94,70,Industry,2016,0,Withdrawn
NCT60676914,Phase III,Neurology,86,105,NIH,2020,1,Completed-Success
NCT36704425,Phase I,Neurology,64,119,Industry,2010,1,Completed-Success
NCT71298111,Phase III,Oncology,28,13,Industry,2013,0,Completed-Failed
NCT55014515,Phase IV,Infectious Disease,4618,53,Industry,2007,0,Withdrawn
NCT64869006,Phase I,Oncology,2443,90,Industry,2012,1,Completed-Success
NCT25586926,Phase III,Oncology,25,48,Industry,2011,1,Completed-Success
NCT19496563,Phase IV,Other,1592,58,Industry,2008,1,Completed-Success
NCT91143014,Phase IV,Cardiology,81,90,Industry,2017,0,Terminated
NCT55745050,Phase IV,Cardiology,180,32,Academic,2011,1,Completed-Success
NCT41556003,Phase II,Other,134,24,Industry,2014,1,Completed-Success
NCT20321336,Phase IV,Infectious Disease,55,28,Industry,2016,1,Completed-Success
NCT93667964,Phase III,Neurology,649,55,Academic,2007,1,Completed-Success
NCT87859104,Phase I,Infectious Disease,179,56,NIH,2016,1,Completed-Success
NCT19803005,Phase II,Neurology,72,48,Industry,2019,1,Completed-Success
NCT83205955,Phase III,Oncology,20,104,Industry,2012,0,Terminated
NCT41738453,Phase I,Other,38,109,NIH,2016,1,Completed-Success
NCT63509641,Phase III,Oncology,12,56,Industry,2010,0,Terminated
NCT17583354,Phase III,Oncology,151,111,NIH,2014,0,Terminated
NCT29908425,Phase I,Neurology,24,117,Industry,2006,0,Completed-Failed
NCT49367797,Phase III,Infectious Disease,99,74,NIH,2017,0,Completed-Failed
NCT47612325,Phase III,Cardiology,1158,46,Industry,2011,0,Withdrawn
NCT32468492,Phase II,Infectious Disease,896,77,NIH,2012,0,Completed-Failed
NCT82506526,Phase I,Neurology,141,16,Industry,2020,1,Completed-Success
NCT26413486,Phase I,Oncology,130,85,Academic,2015,1,Completed-Success
NCT21606243,Phase II,Oncology,2489,108,Industry,2008,1,Completed-Success
NCT93752812,Phase IV,Oncology,324,116,Industry,2021,1,Completed-Success
NCT20688727,Phase I,Infectious Disease,90,93,Academic,2020,1,Completed-Success
NCT53842483,Phase III,Oncology,17,90,Industry,2015,0,Completed-Failed
NCT19828366,Phase I,Infectious Disease,267,57,NIH,2011,1,Completed-Success
NCT78914332,Phase II,Infectious Disease,514,28,Industry,2017,0,Terminated
NCT46982407,Phase III,Oncology,57,54,NIH,2021,0,Completed-Failed
NCT85623580,Phase III,Cardiology,229,43,Industry,2017,1,Completed-Success
NCT55103150,Phase I,Other,86,52,NIH,2016,1,Completed-Success
NCT21618627,Phase II,Oncology,112,77,NIH,2011,0,Completed-Failed
NCT25043403,Phase I,Cardiology,5,12,Industry,2005,1,Completed-Success
NCT15525633,Phase II,Cardiology,106,71,NIH,2005,1,Completed-Success
NCT62411802,Phase III,Infectious Disease,635,99,Academic,2018,1,Completed-Success
NCT79353566,Phase I,Cardiology,57,82,Industry,2019,1,Completed-Success
NCT30154994,Phase II,Infectious Disease,160,67,Academic,2015,1,Completed-Success
NCT37695858,Phase II,Infectious Disease,47,92,Industry,2013,0,Terminated
NCT22920739,Phase IV,Oncology,254,34,Academic,2021,1,Completed-Success
NCT59282339,Phase IV,Cardiology,107,43,Industry,2008,1,Completed-Success
NCT17726890,Phase I,Cardiology,36,106,Industry,2011,1,Completed-Success
NCT32674714,Phase III,Oncology,1095,89,Industry,2005,0,Terminated
NCT18357956,Phase II,Infectious Disease,597,38,Academic,2013,0,Completed-Failed
NCT71413011,Phase II,Other,59,34,NIH,2017,0,Withdrawn
NCT19451337,Phase III,Infectious Disease,313,119,NIH,2006,0,Completed-Failed
NCT99729573,Phase IV,Infectious Disease,332,84,Industry,2006,1,Completed-Success
NCT46940933,Phase IV,Other,388,28,Industry,2019,1,Completed-Success
NCT84504214,Phase III,Cardiology,11,111,Academic,2021,1,Completed-Success
NCT38688729,Phase II,Cardiology,671,8,Academic,2017,0,Completed-Failed
NCT52019117,Phase III,Neurology,63,106,Industry,2011,0,Completed-Failed
NCT34062169,Phase II,Neurology,86,98,Industry,2013,1,Completed-Success
NCT70628583,Phase III,Infectious Disease,7760,50,Industry,2016,0,Terminated
NCT35291709,Phase II,Infectious Disease,233,13,Industry,2007,0,Completed-Failed
NCT40256337,Phase III,Infectious Disease,83,91,Academic,2019,0,Completed-Failed
NCT86039128,Phase I,Other,5,34,Industry,2011,1,Completed-Success
NCT35836512,Phase I,Cardiology,1193,7,NIH,2005,1,Completed-Success
NCT87782638,Phase IV,Oncology,19,110,Industry,2018,1,Completed-Success
NCT41549031,Phase I,Neurology,32,118,Industry,2020,1,Completed-Success
NCT46346859,Phase II,Infectious Disease,90,55,NIH,2014,1,Completed-Success
NCT21309411,Phase I,Oncology,1242,114,Academic,2005,1,Completed-Success
NCT63689327,Phase I,Infectious Disease,473,70,Industry,2009,1,Completed-Success
NCT49302467,Phase I,Infectious Disease,117,113,Academic,2007,1,Completed-Success
NCT47944452,Phase I,Other,235,25,Industry,2021,0,Terminated
NCT79790583,Phase IV,Oncology,60,57,Academic,2022,1,Completed-Success
NCT94776775,Phase II,Neurology,182,90,Industry,2022,0,Completed-Failed
NCT69220571,Phase IV,Cardiology,165,42,Academic,2020,0,Terminated
NCT65684473,Phase III,Oncology,634,77,Industry,2006,0,Terminated
NCT37580296,Phase II,Other,633,32,Industry,2019,0,Withdrawn
NCT86796917,Phase III,Infectious Disease,311,52,NIH,2017,0,Terminated
NCT73655986,Phase II,Oncology,86,104,Academic,2017,1,Completed-Success
NCT85996188,Phase III,Infectious Disease,451,11,Industry,2020,1,Completed-Success
NCT55084109,Phase II,Neurology,129,65,Industry,2012,0,Completed-Failed
NCT92972373,Phase II,Oncology,29,50,Industry,2015,0,Completed-Failed
NCT29053322,Phase IV,Oncology,81,49,Academic,2012,1,Completed-Success
NCT67292182,Phase IV,Oncology,168,88,Academic,2014,1,Completed-Success
NCT93700525,Phase IV,Oncology,581,23,Academic,2005,1,Completed-Success
NCT83684580,Phase II,Neurology,112,70,Industry,2016,0,Withdrawn
NCT79111188,Phase III,Infectious Disease,24,30,Academic,2013,1,Completed-Success
NCT49816537,Phase II,Oncology,161,32,Industry,2009,1,Completed-Success
NCT72671672,Phase II,Oncology,175,12,Industry,2013,1,Completed-Success
NCT94380672,Phase I,Oncology,196,49,Academic,2020,1,Completed-Success
NCT90908854,Phase III,Other,589,111,NIH,2022,0,Terminated
NCT47132658,Phase I,Oncology,684,34,Academic,2012,1,Completed-Success
NCT70749710,Phase II,Other,60,100,Academic,2015,1,Completed-Success
NCT28492846,Phase IV,Infectious Disease,58,49,Academic,2008,1,Completed-Success
NCT87652169,Phase I,Oncology,31,112,NIH,2014,1,Completed-Success
NCT38088632,Phase I,Other,423,41,Industry,2017,1,Completed-Success
NCT29894388,Phase I,Infectious Disease,1304,24,Industry,2018,0,Completed-Failed
NCT52827417,Phase IV,Cardiology,92,11,NIH,2006,1,Completed-Success
NCT98121122,Phase II,Other,103,30,NIH,2008,0,Terminated
NCT45453171,Phase II,Oncology,1339,36,Industry,2011,1,Completed-Success
NCT36395160,Phase III,Oncology,316,14,Industry,2021,0,Completed-Failed
NCT94903513,Phase III,Cardiology,285,89,Industry,2020,0,Withdrawn
NCT68435658,Phase II,Oncology,24,79,Industry,2017,0,Withdrawn
NCT81769893,Phase III,Oncology,410,42,NIH,2022,1,Completed-Success
NCT21149697,Phase III,Oncology,36,32,Industry,2016,0,Withdrawn
NCT23757649,Phase III,Oncology,27,18,NIH,2005,0,Withdrawn
NCT61913178,Phase I,Neurology,88,46,Industry,2019,1,Completed-Success
NCT90535969,Phase IV,Oncology,61,71,Industry,2007,1,Completed-Success
NCT62418906,Phase II,Infectious Disease,106,119,Industry,2010,0,Withdrawn
NCT73213072,Phase II,Cardiology,17,90,Academic,2018,0,Completed-Failed
NCT35146282,Phase II,Infectious Disease,625,102,Academic,2010,1,Completed-Success
NCT16857658,Phase I,Oncology,805,29,Academic,2005,0,Terminated
NCT74164715,Phase I,Neurology,7,49,Industry,2010,1,Completed-Success
NCT37915002,Phase III,Oncology,643,111,Industry,2012,0,Terminated
NCT78105394,Phase I,Neurology,44,103,Industry,2019,1,Completed-Success
NCT96487703,Phase II,Other,536,65,Industry,2018,1,Completed-Success
NCT74991256,Phase II,Infectious Disease,133,14,Academic,2020,1,Completed-Success
NCT49785651,Phase I,Infectious Disease,154,7,Academic,2020,1,Completed-Success
NCT64440645,Phase IV,Infectious Disease,112,61,Academic,2005,0,Withdrawn
NCT21292148,Phase I,Infectious Disease,914,35,Industry,2008,0,Terminated
